,Trajectory,Disease list,Drug Indications
72,201,"{'L30', 'I15', 'M13', 'I27', 'J15', 'I74'}","{'Dapsone': 1, 'Pimecrolimus': 1, 'Bentoquatam': 1, 'Prednisone': 1, 'Flumethasone': 1, 'Tacrolimus': 1, 'Sulfapyridine': 1, 'Selenium Sulfide': 1, 'Doxepin': 1, 'Sulfoxone': 1, 'Chloroxine': 1, 'Crisaborole': 1, 'Pyrithione': 1, 'Tranilast': 1, 'Zinc oxide': 1, 'Sulfur': 1, 'Tannic acid': 1, 'Resorcinol': 1, 'Lanolin': 1, 'Peppermint oil': 1, 'Clobetasone': 1, 'Aloe Polysaccharide': 1, 'Enalapril': 1, 'Captopril': 1, 'Etanercept': 1, 'Anakinra': 1, 'Immune Globulin Human': 1, 'Adalimumab': 1, 'Infliximab': 1, 'Rituximab': 1, 'Cyclosporine': 1, 'Histidine': 1, 'Ademetionine': 1, 'Cystine': 1, 'N-Acetylglucosamine': 1, 'Vitamin E': 1, 'Tramadol': 1, 'Indomethacin': 1, 'Nabumetone': 1, 'Tenoxicam': 1, 'Celecoxib': 1, 'Tolmetin': 1, 'Rofecoxib': 1, 'Piroxicam': 1, 'Methotrexate': 1, 'Fenoprofen': 1, 'Valdecoxib': 1, 'Diclofenac': 1, 'Sulindac': 1, 'Chloroquine': 1, 'Flurbiprofen': 1, 'Hydrocortisone': 1, 'Etodolac': 1, 'Estradiol': 1, 'Mefenamic acid': 1, 'Naproxen': 1, 'Sulfasalazine': 1, 'Meloxicam': 1, 'Penicillamine': 1, 'Prednisolone': 1, 'Diflunisal': 1, 'Meclofenamic acid': 1, 'Acetylsalicylic acid': 1, 'Methylprednisolone': 1, 'Oxaprozin': 1, 'Azathioprine': 1, 'Auranofin': 1, 'Ketoprofen': 1, 'Probenecid': 1, 'Ibuprofen': 1, 'Leflunomide': 1, 'Sulfinpyrazone': 1, 'Abatacept': 1, 'Lumiracoxib': 1, 'Glucosamine': 1, 'Colchicine': 1, 'Salsalate': 1, 'Choline magnesium trisalicylate': 1, 'Hydroxychloroquine': 1, 'Etoricoxib': 1, 'Niflumic Acid': 1, 'Nimesulide': 1, 'Samarium (153Sm) lexidronam': 1, 'Ustekinumab': 1, 'Canakinumab': 1, 'Tocilizumab': 1, 'Temsirolimus': 1, 'Golimumab': 1, 'Aceclofenac': 1, 'Hyaluronic acid': 1, 'Tofacitinib': 1, 'Certolizumab pegol': 1, 'Zucapsaicin': 1, 'Aurothioglucose': 1, 'Dexibuprofen': 1, 'Sodium aurothiomalate': 1, 'Talniflumate': 1, 'Chondroitin sulfate': 1, 'Fluoride ion F-18': 1, 'Capsicum oleoresin': 1, 'Phenyltoloxamine': 1, 'Menthyl salicylate': 1, 'Gelatin': 1, 'Brodalumab': 1, 'Baricitinib': 1, 'Diacerein': 1, 'Stem bromelain': 1, 'Nicoboxil': 1, 'Alclofenac': 1, 'Acemetacin': 1, 'D-alpha-Tocopherol acetate': 1, 'Epoprostenol': 1, 'Telavancin': 1, 'Warfarin': 2}"
73,202,"{'I50', 'I20', 'I42', 'I21'}","{'Valsartan': 3, 'Ramipril': 3, 'Remikiren': 2, 'Torasemide': 3, 'Methyclothiazide': 3, 'Milrinone': 3, 'Metoprolol': 6, 'Nitroprusside': 3, 'Triamterene': 3, 'Digoxin': 2, 'Bendroflumethiazide': 2, 'Prazosin': 3, 'Fosinopril': 3, 'Acetyldigitoxin': 3, 'Trandolapril': 3, 'Enalapril': 3, 'Amiloride': 3, 'Cyclothiazide': 3, 'Bisoprolol': 4, 'Losartan': 3, 'Phentolamine': 1, 'Furosemide': 3, 'Eplerenone': 5, 'Lisinopril': 3, 'Hydroflumethiazide': 3, 'Perindopril': 3, 'Candesartan cilexetil': 3, 'Indapamide': 3, 'Acetazolamide': 3, 'Eprosartan': 3, 'Chlorothiazide': 3, 'Quinapril': 3, 'Bumetanide': 3, 'Etacrynic acid': 3, 'Levosimendan': 2, 'Telmisartan': 3, 'Trichlormethiazide': 2, 'Irbesartan': 3, 'Deslanoside': 2, 'Ouabain': 2, 'Carvedilol': 2, 'Captopril': 3, 'Hydralazine': 3, 'Cilazapril': 2, 'Tasosartan': 2, 'Digitoxin': 2, 'Amrinone': 3, 'Enoximone': 3, 'Nesiritide': 3, 'Vandetanib': 2, 'Pixantrone': 3, 'Tolvaptan': 3, 'Sitaxentan': 3, 'Dalteparin': 3, 'Ivabradine': 2, 'Ubidecarenone': 3, 'Fimasartan': 2, 'Molsidomine': 2, 'Sacubitril': 2, 'Iobenguane sulfate I-123': 2, 'Bivalirudin': 1, 'Abciximab': 1, 'Atenolol': 2, 'Lercanidipine': 2, 'Labetalol': 2, 'Isosorbide Dinitrate': 2, 'Acetylsalicylic acid': 3, 'Isosorbide Mononitrate': 2, 'Perhexiline': 2, 'Heparin': 1, 'Nadolol': 2, 'Enoxaparin': 1, 'Bevantolol': 2, 'Oxprenolol': 2, 'Amyl Nitrite': 2, 'Celiprolol': 2, 'Pentaerythritol Tetranitrate': 2, 'Prasugrel': 1, 'Nadroparin': 1, 'Trimetazidine': 2, 'Nicorandil': 2, 'Aranidipine': 2, 'Benidipine': 2, 'Dexrazoxane': 2, 'Phenindione': 2, 'Warfarin': 2, 'Alteplase': 2, 'Ridogrel': 2, 'Technetium Tc-99m pyrophosphate': 2}"
74,203,"{'I50', 'I20', 'I42', 'I21'}","{'Valsartan': 3, 'Ramipril': 3, 'Remikiren': 2, 'Torasemide': 3, 'Methyclothiazide': 3, 'Milrinone': 3, 'Metoprolol': 6, 'Nitroprusside': 3, 'Triamterene': 3, 'Digoxin': 2, 'Bendroflumethiazide': 2, 'Prazosin': 3, 'Fosinopril': 3, 'Acetyldigitoxin': 3, 'Trandolapril': 3, 'Enalapril': 3, 'Amiloride': 3, 'Cyclothiazide': 3, 'Bisoprolol': 4, 'Losartan': 3, 'Phentolamine': 1, 'Furosemide': 3, 'Eplerenone': 5, 'Lisinopril': 3, 'Hydroflumethiazide': 3, 'Perindopril': 3, 'Candesartan cilexetil': 3, 'Indapamide': 3, 'Acetazolamide': 3, 'Eprosartan': 3, 'Chlorothiazide': 3, 'Quinapril': 3, 'Bumetanide': 3, 'Etacrynic acid': 3, 'Levosimendan': 2, 'Telmisartan': 3, 'Trichlormethiazide': 2, 'Irbesartan': 3, 'Deslanoside': 2, 'Ouabain': 2, 'Carvedilol': 2, 'Captopril': 3, 'Hydralazine': 3, 'Cilazapril': 2, 'Tasosartan': 2, 'Digitoxin': 2, 'Amrinone': 3, 'Enoximone': 3, 'Nesiritide': 3, 'Vandetanib': 2, 'Pixantrone': 3, 'Tolvaptan': 3, 'Sitaxentan': 3, 'Dalteparin': 3, 'Ivabradine': 2, 'Ubidecarenone': 3, 'Fimasartan': 2, 'Molsidomine': 2, 'Sacubitril': 2, 'Iobenguane sulfate I-123': 2, 'Bivalirudin': 1, 'Abciximab': 1, 'Atenolol': 2, 'Lercanidipine': 2, 'Labetalol': 2, 'Isosorbide Dinitrate': 2, 'Acetylsalicylic acid': 3, 'Isosorbide Mononitrate': 2, 'Perhexiline': 2, 'Heparin': 1, 'Nadolol': 2, 'Enoxaparin': 1, 'Bevantolol': 2, 'Oxprenolol': 2, 'Amyl Nitrite': 2, 'Celiprolol': 2, 'Pentaerythritol Tetranitrate': 2, 'Prasugrel': 1, 'Nadroparin': 1, 'Trimetazidine': 2, 'Nicorandil': 2, 'Aranidipine': 2, 'Benidipine': 2, 'Dexrazoxane': 2, 'Phenindione': 2, 'Warfarin': 2, 'Alteplase': 2, 'Ridogrel': 2, 'Technetium Tc-99m pyrophosphate': 2}"
75,204,"{'I50', 'I42'}","{'Valsartan': 3, 'Ramipril': 3, 'Remikiren': 2, 'Torasemide': 3, 'Methyclothiazide': 3, 'Milrinone': 3, 'Metoprolol': 2, 'Nitroprusside': 3, 'Triamterene': 3, 'Digoxin': 2, 'Bendroflumethiazide': 2, 'Prazosin': 3, 'Fosinopril': 3, 'Acetyldigitoxin': 3, 'Trandolapril': 3, 'Enalapril': 3, 'Amiloride': 3, 'Cyclothiazide': 3, 'Bisoprolol': 2, 'Losartan': 3, 'Phentolamine': 1, 'Furosemide': 3, 'Eplerenone': 3, 'Lisinopril': 3, 'Hydroflumethiazide': 3, 'Perindopril': 3, 'Candesartan cilexetil': 3, 'Indapamide': 3, 'Acetazolamide': 3, 'Eprosartan': 3, 'Chlorothiazide': 3, 'Quinapril': 3, 'Bumetanide': 3, 'Etacrynic acid': 3, 'Levosimendan': 2, 'Telmisartan': 3, 'Trichlormethiazide': 2, 'Irbesartan': 3, 'Deslanoside': 2, 'Ouabain': 2, 'Carvedilol': 2, 'Captopril': 3, 'Hydralazine': 3, 'Cilazapril': 2, 'Tasosartan': 2, 'Digitoxin': 2, 'Amrinone': 3, 'Enoximone': 3, 'Nesiritide': 3, 'Vandetanib': 2, 'Pixantrone': 3, 'Tolvaptan': 3, 'Sitaxentan': 3, 'Dalteparin': 2, 'Ivabradine': 2, 'Ubidecarenone': 3, 'Fimasartan': 2, 'Molsidomine': 2, 'Sacubitril': 2, 'Iobenguane sulfate I-123': 2, 'Dexrazoxane': 2, 'Phenindione': 2, 'Warfarin': 2}"
76,206,"{'I50', 'I42'}","{'Valsartan': 3, 'Ramipril': 3, 'Remikiren': 2, 'Torasemide': 3, 'Methyclothiazide': 3, 'Milrinone': 3, 'Metoprolol': 2, 'Nitroprusside': 3, 'Triamterene': 3, 'Digoxin': 2, 'Bendroflumethiazide': 2, 'Prazosin': 3, 'Fosinopril': 3, 'Acetyldigitoxin': 3, 'Trandolapril': 3, 'Enalapril': 3, 'Amiloride': 3, 'Cyclothiazide': 3, 'Bisoprolol': 2, 'Losartan': 3, 'Phentolamine': 1, 'Furosemide': 3, 'Eplerenone': 3, 'Lisinopril': 3, 'Hydroflumethiazide': 3, 'Perindopril': 3, 'Candesartan cilexetil': 3, 'Indapamide': 3, 'Acetazolamide': 3, 'Eprosartan': 3, 'Chlorothiazide': 3, 'Quinapril': 3, 'Bumetanide': 3, 'Etacrynic acid': 3, 'Levosimendan': 2, 'Telmisartan': 3, 'Trichlormethiazide': 2, 'Irbesartan': 3, 'Deslanoside': 2, 'Ouabain': 2, 'Carvedilol': 2, 'Captopril': 3, 'Hydralazine': 3, 'Cilazapril': 2, 'Tasosartan': 2, 'Digitoxin': 2, 'Amrinone': 3, 'Enoximone': 3, 'Nesiritide': 3, 'Vandetanib': 2, 'Pixantrone': 3, 'Tolvaptan': 3, 'Sitaxentan': 3, 'Dalteparin': 2, 'Ivabradine': 2, 'Ubidecarenone': 3, 'Fimasartan': 2, 'Molsidomine': 2, 'Sacubitril': 2, 'Iobenguane sulfate I-123': 2, 'Dexrazoxane': 2, 'Phenindione': 2, 'Warfarin': 2}"
77,208,"{'I20', 'I21'}","{'Bivalirudin': 1, 'Abciximab': 1, 'Metoprolol': 4, 'Atenolol': 2, 'Lercanidipine': 2, 'Labetalol': 2, 'Bisoprolol': 2, 'Isosorbide Dinitrate': 2, 'Acetylsalicylic acid': 3, 'Isosorbide Mononitrate': 2, 'Perhexiline': 2, 'Heparin': 1, 'Nadolol': 2, 'Enoxaparin': 1, 'Bevantolol': 2, 'Oxprenolol': 2, 'Amyl Nitrite': 2, 'Celiprolol': 2, 'Pentaerythritol Tetranitrate': 2, 'Prasugrel': 1, 'Dalteparin': 1, 'Nadroparin': 1, 'Trimetazidine': 2, 'Nicorandil': 2, 'Aranidipine': 2, 'Benidipine': 2, 'Alteplase': 2, 'Eplerenone': 2, 'Ridogrel': 2, 'Technetium Tc-99m pyrophosphate': 2}"
78,209,"{'I64', 'I63'}","{'Ramipril': 1, 'Ticlopidine': 1, 'Clopidogrel': 1, 'Phenprocoumon': 1, 'Atorvastatin': 1, 'Prasugrel': 1, 'Rivaroxaban': 1, 'Apixaban': 1, 'Dabigatran etexilate': 3, 'Gadobutrol': 1, 'Triflusal': 1, 'Ticagrelor': 1, 'Edoxaban': 1, 'Technetium Tc-99m exametazime': 1, 'Bicisate': 1, 'Edaravone': 1, 'Moxisylyte': 2}"
79,212,"{'I85', 'K74'}","{'Vasopressin': 3, 'Tauroursodeoxycholic acid': 1}"
80,213,"{'J96', 'N17', 'A41'}","{'Nitric Oxide': 1, 'Dalteparin': 2, 'Netilmicin': 1, 'Latamoxef': 1}"
81,219,"{'N80', 'N94'}","{'Leuprolide': 2, 'Goserelin': 2, 'Medroxyprogesterone acetate': 2, 'Nafarelin': 2, 'Norethisterone': 2, 'Danazol': 2, 'Buserelin': 2, 'Dienogest': 2, 'Gestrinone': 2, 'Nimesulide': 1, 'Ospemifene': 1, 'Estradiol acetate': 1}"
82,236,"{'M86', 'B99', 'A69', 'E26', 'J81', 'J30', 'N30', 'L50', 'J42', 'I46', 'N03', 'N04'}","{'Ertapenem': 2, 'Clindamycin': 4, 'Technetium Tc-99m oxidronate': 2, 'Fluoride ion F-18': 4, 'Besilesomab': 4, 'Diphenidol': 1, 'Lyme disease vaccine (recombinant OspA)': 1, 'Lymecycline': 3, 'Demeclocycline': 3, 'Tetracycline': 1, 'Clarithromycin': 4, 'Triamterene': 5, 'Oxycodone': 2, 'Heroin': 2, 'Cyproheptadine': 3, 'Carbinoxamine': 3, 'Pseudoephedrine': 3, 'Hyoscyamine': 2, 'Trimethoprim': 4, 'Enoxacin': 2, 'Ciprofloxacin': 2, 'Pentosan Polysulfate': 2, 'Nitrofurantoin': 2, 'Fosfomycin': 3, 'Dimethyl sulfoxide': 2, 'Flavoxate': 3, 'Hyaluronic acid': 4, 'Coenzyme M': 2, 'Technetium Tc-99m disofenin': 2, 'Anethole trithione': 2, 'Acetyl sulfisoxazole': 2, 'Clemastine': 2, 'Cetirizine': 3, 'Triprolidine': 4, 'Loratadine': 3, 'Hydroxyzine': 2, 'Desloratadine': 3, 'Mequitazine': 2, 'Chlorphenamine': 2, 'Alimemazine': 2, 'Pheniramine': 2, 'Dimetindene': 4, 'Dexchlorpheniramine maleate': 2, 'Bilastine': 2, 'Rupatadine': 2, 'Moxifloxacin': 1, 'Theophylline': 3, 'Ipratropium': 1, 'Clomocycline': 1, 'Dyphylline': 1, 'Sulfametopyrazine': 1, 'Cefixime': 1, 'Orciprenaline': 1, 'Methacycline': 1, 'Dirithromycin': 1, 'Lomefloxacin': 1, 'Salbutamol': 3, 'Isoprenaline': 1, 'Cefditoren': 1, 'Sparfloxacin': 1, 'Aminophylline': 1, 'Arformoterol': 1, 'Ceftibuten': 1, 'Pivampicillin': 1, 'Roflumilast': 1, 'Indacaterol': 1, 'Aclidinium': 1, 'Fluticasone furoate': 1, 'Olodaterol': 1, 'Vilanterol': 1, 'Etafedrine': 1, 'Terpin hydrate': 1, 'Sodium bicarbonate': 2, 'Cetuximab': 2, 'Peginterferon alfa-2a': 2, 'Erythropoietin': 2, 'Salmon Calcitonin': 2, 'Pegfilgrastim': 2, 'Peginterferon alfa-2b': 2, 'Asparaginase Escherichia coli': 2, 'Oprelvekin': 2, 'Palifermin': 2, 'Rasburicase': 2, 'Gemtuzumab ozogamicin': 2, 'Infliximab': 2, 'Hyaluronidase': 2, 'Pancrelipase': 2, 'Efalizumab': 2, 'Filgrastim': 2, 'Octreotide': 2, 'Esmolol': 2, 'Ethchlorvynol': 2, 'Hydroxocobalamin': 2, 'Ticlopidine': 2, 'Torasemide': 2, 'Nelfinavir': 2, 'Methyclothiazide': 2, 'Nevirapine': 2, 'Cabergoline': 2, 'Cycloserine': 2, 'Sulfisoxazole': 2, 'Travoprost': 2, 'Atomoxetine': 2, 'Tenofovir disoproxil': 2, 'Bexarotene': 2, 'Chlorthalidone': 2, 'Capreomycin': 2, 'Gefitinib': 2, 'Amitriptyline': 2, 'Floxuridine': 2, 'Tolcapone': 2, 'Omeprazole': 2, 'Pyrazinamide': 2, 'Trimethadione': 2, 'Megestrol acetate': 2, 'Buclizine': 2, 'Vinorelbine': 2, 'Anidulafungin': 2, 'Doxylamine': 2, 'Levonorgestrel': 2, 'Palonosetron': 2, 'Griseofulvin': 2, 'Nisoldipine': 2, 'Ampicillin': 2, 'Methylphenidate': 2, 'Methocarbamol': 2, 'Carboprost Tromethamine': 2, 'Lindane': 2, 'Allopurinol': 2, 'Cerivastatin': 2, 'Dronabinol': 2, 'Nabilone': 2, 'Zidovudine': 2, 'Haloperidol': 2, 'Ritonavir': 2, 'Caspofungin': 2, 'Metolazone': 2, 'Tolnaftate': 2, 'Erlotinib': 2, 'Lamotrigine': 2, 'Methotrexate': 2, 'Cinnarizine': 2, 'Amiloride': 2, 'Labetalol': 2, 'Thiopental': 2, 'Cyclothiazide': 2, 'Ethionamide': 2, 'Paramethadione': 2, 'Bacitracin': 2, 'Prednisone': 4, 'Pemetrexed': 2, 'Dyclonine': 2, 'Flumethasone': 2, 'Aprepitant': 2, 'Isoflurophate': 2, 'Phentolamine': 2, 'Furosemide': 4, 'Amprenavir': 2, 'Gadobenic acid': 2, 'Tretinoin': 2, 'Hexachlorophene': 2, 'Dolasetron': 2, 'Etoposide': 2, 'Hydroflumethiazide': 2, 'Oxcarbazepine': 2, 'Phenelzine': 2, 'Indapamide': 2, 'Ribavirin': 2, 'Dacarbazine': 2, 'Chlorphenesin': 2, 'Eprosartan': 2, 'Emtricitabine': 2, 'Chlorothiazide': 2, 'Didanosine': 2, 'Ondansetron': 2, 'Bimatoprost': 2, 'Dinoprostone': 2, 'Misoprostol': 2, 'Zalcitabine': 2, 'Hydrocodone': 2, 'Carboplatin': 2, 'Telmisartan': 2, 'Dactinomycin': 2, 'Neomycin': 2, 'Doxorubicin': 2, 'Guanfacine': 2, 'Ethinamate': 2, 'Selegiline': 2, 'Hydroxystilbamidine Isethionate': 2, 'Melphalan': 2, 'Abacavir': 2, 'Novobiocin': 2, 'Melatonin': 2, 'Atazanavir': 2, 'Vigabatrin': 2, 'Streptomycin': 2, 'Hesperetin': 2, 'Rosuvastatin': 2, 'Capecitabine': 2, 'Amiodarone': 2, 'Proguanil': 2, 'Micafungin': 2, 'Procarbazine': 2, 'Cyclizine': 2, 'Ifosfamide': 2, 'Flecainide': 4, 'Captopril': 2, 'Bromocriptine': 2, 'Lomustine': 2, 'Ketamine': 2, 'Budesonide': 2, 'Bromodiphenhydramine': 2, 'Isocarboxazid': 2, 'Docetaxel': 2, 'Posaconazole': 2, 'Darunavir': 2, 'Panitumumab': 2, 'Mecasermin': 2, 'Nelarabine': 2, 'Abatacept': 2, 'Bismuth Subsalicylate': 2, 'Fosamprenavir': 2, 'Potassium': 2, 'Hexobarbital': 2, 'Penbutolol': 2, 'Iohexol': 2, 'Rasagiline': 2, 'Oxybenzone': 2, 'Antipyrine': 2, 'Phenazopyridine': 2, 'Fencamfamine': 2, 'Flunitrazepam': 2, 'Liotrix': 2, 'Lopinavir': 2, 'Meticillin': 2, 'Phenindamine': 2, 'Acetylcholine': 2, 'Propanoic acid': 2, 'Thiotepa': 2, 'Suramin': 2, 'Tetrabenazine': 2, 'Ixabepilone': 2, 'Defibrotide': 2, 'Tamibarotene': 2, 'Trabectedin': 4, 'Methsuximide': 2, 'Natural alpha interferon': 2, 'Iodine': 2, 'Tetrachlorodecaoxide': 2, 'Mipomersen': 2, 'Ramucirumab': 2, 'Sodium stibogluconate': 2, 'Ustekinumab': 2, 'Thrombomodulin Alfa': 2, 'Inotuzumab ozogamicin': 2, 'Obeticholic acid': 2, 'Olaratumab': 2, 'Lasofoxifene': 2, 'Hyaluronidase (Human Recombinant)': 2, 'Asenapine': 2, 'Droxidopa': 2, 'Temsirolimus': 2, 'Saxagliptin': 2, 'Pertuzumab': 2, 'Oxymetholone': 2, 'Etravirine': 2, 'Pazopanib': 2, 'Safinamide': 2, 'Sipuleucel-T': 2, 'Dexmethylphenidate': 2, 'Potassium Iodide': 2, 'Fosaprepitant': 2, 'Beta carotene': 2, 'Fomivirsen': 2, 'Dalteparin': 2, 'Hexocyclium': 2, 'Nonoxynol-9': 2, 'Raltegravir': 2, 'Unoprostone': 2, 'Diloxanide': 2, 'Azidocillin': 2, 'Chloropyramine': 2, 'Triflusal': 2, 'Ivacaftor': 2, 'Acetylcarnitine': 2, 'Rilpivirine': 2, 'Brentuximab vedotin': 2, 'Eribulin': 2, 'Asparaginase Erwinia chrysanthemi': 2, 'Tofacitinib': 2, 'Regorafenib': 2, 'Afatinib': 2, 'Dolutegravir': 2, 'Riociguat': 2, 'Sofosbuvir': 2, 'Secukinumab': 2, 'Nivolumab': 2, 'Pembrolizumab': 2, 'Netupitant': 2, 'Idelalisib': 2, 'Cannabidiol': 2, 'Cobicistat': 2, 'Olaparib': 2, 'Dinutuximab': 2, 'Benzoyl peroxide': 2, 'Somatostatin': 2, 'Elvitegravir': 2, 'Ancestim': 2, 'Hydroxyethyl Starch': 2, 'Aurothioglucose': 2, 'Oxygen': 2, 'Florbetaben (18F)': 2, 'Florbetapir (18F)': 2, 'Flutemetamol (18F)': 2, 'Carbon dioxide': 2, 'Lorpiprazole': 2, 'Moxisylyte': 2, 'Piracetam': 2, 'Dexibuprofen': 2, 'Zotepine': 2, 'Lacidipine': 2, 'Moxonidine': 2, 'Tegafur': 2, 'Strontium ranelate': 2, 'Ubidecarenone': 2, 'Rolapitant': 2, 'Sacubitril': 2, 'Zinc oxide': 2, 'Benzathine benzylpenicillin': 2, 'Kappadione': 2, 'Tipiracil': 2, 'Pramocaine': 2, 'Estrogens, esterified': 2, 'Sodium acetate': 2, 'Magnesium acetate tetrahydrate': 2, 'Monopotassium phosphate': 2, 'Xylose': 2, 'Indium In-111 chloride': 2, 'Fludeoxyglucose F-18': 2, 'Talc': 2, 'Sodium glycerophosphate': 2, 'Omega-3-carboxylic acids': 2, 'Dermatophagoides farinae': 2, 'Dermatophagoides pteronyssinus': 2, 'Bovine type I collagen': 2, 'Hepatitis A Vaccine': 2, 'Cetylpyridinium': 2, 'Resorcinol': 2, 'N-acetyltyrosine': 2, 'Cresol': 2, 'Bicisate': 2, 'Ferric sulfate': 2, 'Peppermint oil': 2, 'Methyl cellulose': 2, 'Thonzylamine': 2, 'Hexylresorcinol': 2, 'Levomefolic acid': 2, 'Polysilicone-15': 2, 'Ixekizumab': 2, 'Asunaprevir': 2, 'Domiphen': 2, 'Atezolizumab': 2, 'Levoleucovorin': 2, 'Normethadone': 2, 'Velpatasvir': 2, 'Hepatitis B Vaccine (Recombinant)': 2, 'Temoporfin': 2, 'Delamanid': 2, 'Vinflunine': 2, 'Durvalumab': 2, 'Galactose': 2, 'Icotinib': 2, 'Sarilumab': 2, 'Niraparib': 2, 'Baricitinib': 2, 'Ertugliflozin': 2, 'Guselkumab': 2, 'Angiotensin II': 2, 'Abemaciclib': 2, 'Stem bromelain': 2, 'Cantharidin': 2, 'Rucaparib': 2, 'Nicoboxil': 2, 'Lenograstim': 2, 'Protein S human': 2, 'Coagulation factor VII human': 2, 'Lipegfilgrastim': 2, 'Perboric acid': 2, 'Bufexamac': 2, 'Mifamurtide': 2, 'Bioallethrin': 2, 'Magnesium gluconate': 2, 'Glycyrrhizic acid': 2, 'Calcium levulinate': 2, 'Human cytomegalovirus immune globulin': 2, 'Talimogene laherparepvec': 2, 'Axicabtagene ciloleucel': 2, 'Testosterone undecanoate': 2, 'Medium-chain triglycerides': 2, 'Fish oil': 2, 'Remestemcel-L': 2, 'alpha-Tocopherol succinate': 2, 'alpha-Tocopherol acetate': 2, 'Nabiximols': 2, 'Fosnetupitant': 2, 'Human vaccinia virus immune globulin': 2, 'Chlorambucil': 2, 'Cyclophosphamide': 2, 'Bumetanide': 2}"
83,239,"{'N19', 'N17', 'N18'}","{'Calcitriol': 3, 'Calcidiol': 3, 'Cholecalciferol': 3, 'Mannitol': 1, 'Dopamine': 1, 'Dalteparin': 3, 'L-Carnitine': 1, 'Icodextrin': 1}"
84,242,"{'K80', 'N97', 'D13', 'K81'}","{'Isopropamide': 2, 'Menotropins': 2, 'Urofollitropin': 2, 'Choriogonadotropin alfa': 2, 'Clomifene': 2, 'Peginterferon alfa-2a': 1, 'Pancrelipase': 1, 'Cyclosporine': 1, 'Ademetionine': 1, 'L-Cysteine': 1, 'L-Threonine': 1, 'Enflurane': 1, 'Diethylstilbestrol': 1, 'Floxuridine': 1, 'Triamterene': 1, 'Streptozocin': 1, 'Gemcitabine': 1, 'Albendazole': 1, 'Gadoversetamide': 1, 'Fluorouracil': 2, 'Gadoteridol': 1, 'Furosemide': 1, 'Gadobenic acid': 1, 'Irinotecan': 1, 'Clidinium': 1, 'Propantheline': 1, 'Prednisolone': 1, 'Tacrolimus': 2, 'Etacrynic acid': 1, 'Tinidazole': 1, 'Felbamate': 1, 'Orlistat': 1, 'Gemfibrozil': 1, 'Bismuth Subsalicylate': 1, 'Cefazolin': 1, 'Magnesium oxide': 1, 'Antipyrine': 1, 'Attapulgite': 1, 'Kaolin': 1, 'Alverine': 1, 'Terlipressin': 1, 'Cholic Acid': 1, 'Acetylcholine': 1, 'Oteracil': 1, 'Vapreotide': 1, 'Defibrotide': 1, 'Hepatitis B Immune Globulin': 1, 'Obeticholic acid': 1, 'Icatibant': 1, 'Ammonium chloride': 1, 'Mangafodipir': 2, 'Gadoxetic acid': 1, 'Sofosbuvir': 1, 'Ledipasvir': 1, 'Ibrutinib': 1, 'Magnesium hydroxide': 1, 'Colfosceril palmitate': 1, 'Iothalamic acid': 2, 'Sodium Chloride': 1, 'Sodium Citrate': 1, 'Methylene blue': 1, 'Gimeracil': 1, 'Bismuth Subcitrate': 2, 'Kappadione': 1, 'Iopodic acid': 2, 'Indocyanine green acid form': 1, 'Technetium Tc-99m sulfur colloid': 1, 'Urea C-13': 1, 'Simethicone': 1, 'Urea C-14': 1, 'Hepatitis A Vaccine': 1, 'Sulfur hexafluoride': 1, 'Pectin': 1, 'Magnesium Aluminum Silicate': 1, 'Gelatin': 1, 'Asunaprevir': 1, 'Hepatitis B Vaccine (Recombinant)': 1, 'Ertugliflozin': 1, 'Avatrombopag': 1, 'Almasilate': 1, 'Magnesium gluconate': 1, 'Glycyrrhizic acid': 1, 'Human cytomegalovirus immune globulin': 2, 'Remestemcel-L': 1, 'Dimethicone 410': 1, 'Technetium Tc-99m disofenin': 3, 'Anethole trithione': 2}"
85,243,"{'D72', 'K80', 'K81'}","{'Diethylcarbamazine': 1, 'Benralizumab': 1, 'Isopropamide': 2, 'Technetium Tc-99m disofenin': 3, 'Anethole trithione': 2}"
86,244,"{'L28', 'K29', 'K20'}","{'Doxepin': 1, 'Isopropamide': 1, 'Bismuth Subcitrate': 1, 'Ecabet': 2, 'Alginic acid': 2}"
