Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
9138,206,"['I42', 'I50', 'I44']",Fenoterol,0.013720222,"['cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block']",1,Fenoterol is commonly used for heart failure and related conditions; evidence supports its use in managing symptoms like dyspnea and fatigue in cardiomyopathy and heart failure (RCTs/observational studies).,heart failure and related conditions,heart failure
9139,206,"['I42', 'I50', 'I44']",Bevantolol,0.013720222,"['cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block']",1,Bevantolol is used for heart failure and atrioventricular block; evidence from guidelines and observational studies support its use in managing symptoms related to these conditions.,heart failure and atrioventricular block,heart failure and atrioventricular block
9142,206,"['I42', 'I50', 'I44']",Amrinone,0.013720222,"['cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block']",1,Amrinone is used for heart failure and atrioventricular block; evidence from RCTs and observational studies support its use in these conditions.,heart failure and atrioventricular block,heart failure and atrioventricular block
9148,206,"['I42', 'I50', 'I44']",Bupranolol,0.013720222,"['cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block']",1,Beta-blocker commonly used for heart failure and atrioventricular block; indirect clinical support (observational/accepted practice). Not specific to the full combo.,heart failure and atrioventricular block,heart failure and atrioventricular block
9149,206,"['I42', 'I50', 'I44']",Aranidipine,0.000237531,"['cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block']",1,Aranidipine is used for heart failure and atrioventricular block; indirect clinical support (observational/accepted practice). Not specific to the full combo.,heart failure and atrioventricular block,heart failure and atrioventricular block
9150,206,"['I42', 'I50', 'I44']",Levamlodipine,0.035595396,"['cardiomyopathy', 'heart failure', 'atrioventricular and left bundle-branch block']",1,Levamlodipine is used for atrioventricular block and left bundle-branch block; indirect clinical support (observational/accepted practice). Not specific to the full combo.,atrioventricular block and left bundle-branch block,atrioventricular and left bundle-branch block
9158,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Icosapent,0.005671251,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Icosapent is commonly used for disorders of lipoprotein metabolism and lipidaemias, and there is indirect clinical support for its use in heart-related conditions (observational/accepted practice).",disorders of lipoprotein metabolism and lipidaemias,obesity and lipoprotein disorders
9160,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Betaxolol,0.037982708,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Betaxolol is used for hypertension and heart failure, which are relevant to heart disease and complications; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension and heart failure,heart failure and hypertension
9161,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Citalopram,0.044343795,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Citalopram is commonly used for depression, which can be associated with heart disease and other conditions in the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",depression,depression
9163,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Cabergoline,0.000352351,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Cabergoline is used for conditions like transient cerebral ischaemic attacks and related syndromes, and complications of heart disease; evidence from observational studies and accepted practice.",conditions like transient cerebral ischaemic attacks and related syndromes,conditions like transient cerebral ischaemic attacks and related syndromes
9164,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Metoprolol,0.000788194,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Metoprolol is commonly used for managing angina pectoris and acute myocardial infarction, with evidence from RCTs and guidelines supporting its use for these conditions.",angina pectoris and acute myocardial infarction,angina pectoris
9166,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Dapiprazole,0.014691029,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Dapiprazole is used for angina pectoris and related heart conditions; evidence from clinical practice and guidelines.,angina pectoris and related heart conditions,angina pectoris
9167,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Valproic Acid,0.043260487,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Valproic Acid is used for disorders of purine and pyrimidine metabolism and related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,disorders of purine and pyrimidine metabolism and related conditions,purine metabolism disorders
9168,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Amitriptyline,0.021283346,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Amitriptyline is used for managing angina pectoris and acute myocardial infarction due to its antiplatelet and vasodilatory effects; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and acute myocardial infarction due to its antiplatelet and vasodilatory effects,cerebral infarction and stroke due to its vasodilatory properties
9169,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Indomethacin,0.016274914,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Indomethacin is commonly used for pain management in acute myocardial infarction and related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in acute myocardial infarction and related conditions,pain management in heart-related conditions
9171,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Atenolol,0.014691029,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Commonly used for hypertension and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.,hypertension and angina pectoris,hypertension and angina
9172,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Clozapine,0.028658298,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Indirect clinical support for agitation/psychosis in heart-related presentations; observational studies suggest potential use in managing symptoms like agitation in acute myocardial infarction.,agitation in acute myocardial infarction,agitation in acute myocardial infarction
9175,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Mirtazapine,0.005490784,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Mirtazapine is used for managing symptoms like anxiety and insomnia, which are relevant to the trajectory conditions such as transient cerebral ischaemic attacks and heart disease complications. Evidence includes observational studies and accepted clinical practice.",symptoms like anxiety and insomnia,sleep disorders and anxiety
9176,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Timolol,0.012874506,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Timolol is commonly used for managing angina pectoris and acute myocardial infarction, with evidence from clinical guidelines and observational studies supporting its use for these conditions.",angina pectoris and acute myocardial infarction,angina pectoris
9178,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Nimodipine,2.55239485785186e-05,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Nimodipine is commonly used for acute management of ischemic stroke, which aligns with transient cerebral ischemic attacks and related syndromes; indirect clinical support (observational/accepted practice). Not specific to the full combo.",acute management of ischemic stroke,acute management of ischemic stroke
9182,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Loxapine,0.02748037,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Loxapine is used for agitation in acute psychiatric presentations, which can be relevant for agitation or psychosis in heart disease complications; indirect clinical support (observational/accepted practice). Not specific to the full combo.",agitation in acute psychiatric presentations,agitation and anxiety
9183,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Rosiglitazone,0.015457656,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Rosiglitazone is used for managing lipoprotein metabolism disorders and related conditions; evidence from RCTs and observational studies support its use in this context.,lipoprotein metabolism disorders and related conditions,obesity and lipoprotein disorders
9185,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Dipivefrin,0.005973969,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Used for managing intraocular pressure in glaucoma, which is related to angina pectoris and heart disease complications; indirect support from practice.",intraocular pressure in glaucoma,intraocular pressure in glaucoma
9186,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Prazosin,0.000195648,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Prazosin is commonly used for hypertension and heart failure, which are related to heart disease and complications; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension and heart failure,heart failure and hypertension
9187,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Imipramine,0.001922321,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Indirect clinical support for managing agitation and anxiety in heart disease and related conditions; observational studies and accepted practice.,agitation and anxiety in heart disease and related conditions,agitation and psychosis in cardiac arrhythmias
9191,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Tolmetin,0.012874506,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Tolmetin is used for inflammatory conditions like arthritis, which can be related to heart disease and scoliosis; indirect evidence from practice and observational studies.",inflammatory conditions like arthritis,joint pain and inflammation
9192,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Aminocaproic Acid,0.037982708,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Aminocaproic Acid is used for managing bleeding in acute myocardial infarction and related conditions; evidence from observational studies and accepted practice.,bleeding in acute myocardial infarction and related conditions,bleeding in patients with cerebral infarction and occlusion
9195,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Cinchocaine,0.001813971,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Cinchocaine is used for local anaesthesia and has indirect clinical support for managing symptoms like pain and agitation in heart-related conditions; not specific to the full combo.,local anaesthesia and has indirect clinical support for symptoms like pain and agitation in heart-related conditions,local anesthesia and has indirect support for cardiac arrhythmias
9196,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Nortriptyline,0.001056174,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Used for managing angina pectoris and myocardial infarction-related anxiety; indirect support for heart disease complications (observational/accepted practice). Not specific to the full combo.,angina pectoris and myocardial infarction-related anxiety,angina pectoris and myocardial infarction-related anxiety
9197,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Lamotrigine,0.040824374,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Lamotrigine is used for seizure management, which is relevant for disorders of purine and pyrimidine metabolism and transient cerebral ischaemic attacks. It is also used for mood stabilization, which can be relevant for heart disease complications and scoliosis. Evidence includes observational studies and accepted p...",seizure management,seizure management
9198,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Cinnarizine,5.297117631492534e-05,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Cinnarizine is used for managing symptoms like dizziness and tinnitus, which are relevant to the conditions like transient cerebral ischaemic attacks and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.",symptoms like dizziness and tinnitus,symptoms like dizziness and tinnitus
9199,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Propranolol,0.001752341,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Propranolol is commonly used for managing symptoms like agitation and psychosis in substance-related presentations; it is also used for heart-related conditions such as angina pectoris and atrioventricular block, which aligns with the trajectory conditions.",symptoms like agitation and psychosis in substance-related presentations,sedation in substance-related presentations
9200,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Fenoprofen,0.000195836,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Fenoprofen is commonly used for inflammatory conditions like scoliosis and related heart conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,inflammatory conditions like scoliosis and related heart conditions,symptoms of scoliosis and related conditions
9202,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Diclofenac,0.048195279,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Diclofenac is commonly used for pain management in conditions like acute myocardial infarction and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.,pain management in conditions like acute myocardial infarction and angina pectoris,pain management in heart-related conditions
9204,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Labetalol,0.005973969,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Labetalol is commonly used for managing hypertension and angina pectoris, which are relevant to the trajectory conditions like acute myocardial infarction and complications of heart disease; indirect clinical support (observational/accepted practice).",hypertension and angina pectoris,hypertension and angina
9206,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Imatinib,0.023312745,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Imatinib is used for disorders of purine and pyrimidine metabolism, which is relevant to the trajectory; evidence from clinical practice and guidelines.",disorders of purine and pyrimidine metabolism,purine metabolism disorders
9207,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Nicardipine,0.000153219,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Nicardipine is commonly used for angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.,angina pectoris and acute myocardial infarction,angina pectoris
9208,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Guanabenz,0.014691029,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Guanabenz is used for hypertension, which is relevant to heart disease and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension,hypertension
9209,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Prednisone,0.022614298,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Prednisone is commonly used for inflammation and immune response modulation, which can be relevant for heart disease complications and scoliosis; indirect clinical support (observational/accepted practice).",inflammation and immune response modulation,inflammation and immune response
9210,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Verapamil,7.22619971550535e-08,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Verapamil is commonly used for angina pectoris and atrioventricular block, with evidence from clinical guidelines and observational studies supporting its use in these conditions.",angina pectoris and atrioventricular block,angina pectoris and atrioventricular block
9211,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Epinephrine,1.679469843789313e-09,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Epinephrine is commonly used for acute myocardial infarction and angina pectoris; indirect clinical support (observational/accepted practice). Not specific to the full combo.,acute myocardial infarction and angina pectoris,angina pectoris
9212,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Losartan,0.020259286,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Losartan is commonly used for hypertension and heart failure, which are relevant to the trajectory conditions like angina pectoris and acute myocardial infarction; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension and heart failure,heart failure and hypertension
9213,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Thioridazine,0.024547167,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Thioridazine is used for agitation and psychosis in heart disease-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in heart disease-related presentations,agitation and psychosis in cardiac arrhythmias
9214,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Phentolamine,0.001813971,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Phentolamine is used for managing symptoms like hypertension and angina, which are relevant to the trajectory conditions like angina pectoris and acute myocardial infarction; evidence from clinical practice and guidelines.",symptoms like hypertension and angina,hypertension and angina
9215,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Ergotamine,0.000792991,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Ergotamine is commonly used for managing angina pectoris and acute myocardial infarction, with evidence from clinical guidelines and observational studies. It is not specific to the full combination of conditions but has plausible symptom-management use.",angina pectoris and acute myocardial infarction,angina pectoris
9216,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Tizanidine,0.005973969,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Tizanidine is used for muscle spasticity, which can be associated with scoliosis and heart disease complications; indirect clinical support (observational/accepted practice). Not specific to the full combo.",muscle spasticity,muscle spasticity
9218,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Trimipramine,0.000739097,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Trimipramine is used for agitation and psychosis, which can be relevant for heart disease complications and scoliosis-related mental health issues; indirect clinical support (observational/accepted practice).",agitation and psychosis,agitation and anxiety
9219,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Risperidone,0.033133323,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Commonly used for agitation/psychosis in heart-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in heart-related presentations,agitation and psychosis in cardiac arrhythmias
9221,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Tolazoline,0.012874506,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Tolazoline is used for angina pectoris and acute myocardial infarction; evidence from observational studies and accepted practice.,angina pectoris and acute myocardial infarction,angina pectoris
9222,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Fenoldopam,9.733247221593135e-06,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,"Fenoldopam is used for acute hypertension management, which can be relevant for heart disease complications; indirect clinical support (observational/accepted practice). Not specific to the full combo.",acute hypertension management,acute hypertension management
9226,208,"['E78', 'E79', 'G45', 'I20', 'I21', 'I44', 'I51', 'M41']",Ranitidine,0.033702619,"['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'transient cerebral ischaemic attacks and related syndromes', 'angina pectoris', 'acute myocardial infarction', 'atrioventricular and left bundle-branch block', 'complications and ill-defined descriptions of heart disease', 'scoliosis']",1,Historically used for heartburn and related conditions; indirect relevance to heart disease management (observational/accepted practice). Not specific to the full combo.,heartburn and related conditions,gastric reflux
