,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
783,54,Tetrabenazine,"['E87', 'F10', 'F17']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of tobacco']","[2, 21, 1]",8.0
784,378,Clonazepam,"['F10', 'F13', 'F31', 'F60', 'G31', 'D53', 'E51', 'K08']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'bipolar affective disorder', 'specific personality disorders', 'degenerative diseases of nervous system', 'nutritional anaemias', 'thiamine deficiency', 'disorders of teeth and supporting structures']","[108, 989, 160, 3, 6, 0, 3, 86]",169.375
785,402,Insulin Detemir,"['C34', 'C38', 'C71', 'D43', 'J82']","['malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'malignant neoplasm of brain', 'neoplasm of uncertain or unknown behaviour of brain and central nervous system', 'pulmonary eosinophilia']","[8, 0, 0, 26, 0]",6.8
786,23,Triflupromazine,"['E88', 'F79', 'G25', 'G41', 'I47', 'J69', 'G40', 'J96']","['metabolic disorders', 'mental retardation', 'extrapyramidal and movement disorders', 'status epilepticus', 'paroxysmal tachycardia', 'pneumonitis due to solids and liquids', 'epilepsy', 'respiratory failure']","[5, 3, 25, 0, 0, 11, 6, 3]",6.625
787,18,Eugenol,"['E66', 'E78', 'F17', 'I10', 'K76']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver']","[29, 8, 1, 1, 88]",25.4
788,451,Crizotinib,"['I31', 'I20', 'I21']","['diseases of pericardium', 'angina pectoris', 'acute myocardial infarction']","[2, 0, 0]",0.6666666666666666
789,129,Trolamine salicylate,"['F17', 'G45', 'J15', 'J20', 'J93', 'L05']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'bacterial pneumonia', 'acute bronchitis', 'pneumothorax', 'pilonidal cyst']","[0, 0, 0, 0, 0, 0]",0.0
790,411,Nesiritide,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 24, 44]",22.666666666666668
791,228,Aminophenazone,"['J41', 'J44', 'J47', 'G61', 'H10', 'J40', 'J82']","['simple and mucopurulent chronic bronchitis', 'chronic obstructive pulmonary disease', 'bronchiectasis', 'inflammatory polyneuropathy', 'conjunctivitis', 'bronchitis', 'pulmonary eosinophilia']","[0, 5, 0, 22, 8, 12, 2]",7.0
792,147,Levomilnacipran,"['J18', 'J96', 'J15']","['pneumonia, organism', 'respiratory failure', 'bacterial pneumonia']","[0, 0]",0.0
793,59,Fospropofol,"['F91', 'F90', 'F98']","['conduct disorders', 'hyperkinetic disorders', 'behavioural and emotional disorders with onset usually occurring in childhood and adolescence']","[0, 0, 18]",6.0
794,405,Valsartan,"['K83', 'B18', 'C22', 'C24', 'C25', 'K80', 'K81', 'K82', 'K85', 'K86']","['diseases of biliary tract', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'acute pancreatitis', 'diseases of pancreas']","[0, 2, 8, 0, 2, 0, 1, 0, 4, 7]",2.4
795,421,Cyclosporine,"['M66', 'M24', 'M65', 'M67', 'M71', 'M93', 'M94']","['spontaneous rupture of synovium and tendon', 'specific joint derangements', 'infective (teno)synovitis', 'disorders of synovium and tendon', 'bursopathies', 'osteochondropathies', 'disorders of cartilage']","[26, 0, 0, 56, 0, 0, 60]",20.285714285714285
796,438,Bosutinib,"['B37', 'C34', 'C38', 'C79', 'C80', 'D48', 'D63', 'D70', 'J82', 'M84']","['candidiasis', 'malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'secondary malignant neoplasm of specified sites', 'malignant neoplasm', 'neoplasm of uncertain or unknown behaviour of sites', 'anaemia in chronic diseases classified elsewhere', 'agranulocytosis', 'pulmonary eosinophilia', 'disorders of continuity of bone']","[0, 53, 0, 0, 531, 2, 0, 0, 1, 4]",59.1
797,266,Mangafodipir,"['N39', 'I95']","['disorders of urinary system', 'hypotension']","[0, 0]",0.0
798,430,Fluorescein,"['D29', 'N40', 'N50']","['benign neoplasm of male genital organs', 'hyperplasia of prostate', 'disorders of male genital organs']","[53, 32, 32]",39.0
799,64,Terazosin,"['K76', 'K65']","['diseases of liver', 'peritonitis']","[4, 1]",2.5
800,410,Methyclothiazide,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 0, 4, 4]",2.0
801,13,Gramicidin D,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']","['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']","[0, 1, 0, 0, 0, 2, 6, 0, 0]",1.0
802,348,Antihemophilic factor human,"['N32', 'N40', 'N41', 'N21', 'N42']","['disorders of bladder', 'hyperplasia of prostate', 'inflammatory diseases of prostate', 'calculus of lower urinary tract', 'disorders of prostate']","[0, 0, 0, 0, 2]",0.4
803,266,Deoxycholic Acid,"['N39', 'I95']","['disorders of urinary system', 'hypotension']","[9, 116]",62.5
804,217,Ferrous sulfate,"['I20', 'I21', 'I25', 'B00']","['angina pectoris', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'herpesviral [herpes simplex] infections']","[0, 1, 2, 0]",0.75
805,176,Trastuzumab emtansine,"['K74', 'I85', 'C22', 'K31', 'K72', 'B99']","['fibrosis and cirrhosis of liver', 'oesophageal varices', 'malignant neoplasm of liver and intrahepatic bile ducts', 'diseases of stomach and duodenum', 'hepatic failure', 'infectious diseases']","[6, 1, 46, 9, 8, 2]",12.0
806,299,Thimerosal,"['G47', 'J30', 'F51']","['sleep disorders', 'vasomotor and allergic rhinitis', 'sleep disorders']","[2, 7, 2]",3.6666666666666665
807,223,Sulfaphenazole,"['G91', 'I60', 'I61']","['hydrocephalus', 'subarachnoid haemorrhage', 'intracerebral haemorrhage']","[0, 0, 2]",0.6666666666666666
808,442,Vorinostat,"['D50', 'D62', 'K25', 'K26']","['iron deficiency anaemia', 'acute posthaemorrhagic anaemia', 'gastric ulcer', 'duodenal ulcer']","[1, 0, 1]",0.6666666666666666
809,184,Trimethadione,"['C92', 'D46']","['myeloid leukaemia', 'myelodysplastic syndromes']","[0, 0]",0.0
810,72,Halofantrine,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']","[3, 18, 13]",11.333333333333334
811,72,Olsalazine,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']","[0, 2, 2]",1.3333333333333333
812,323,Azathioprine,"['K60', 'I84', 'D21']","['fissure and fistula of anal and rectal regions', 'haemorrhoids', 'benign neoplasms of connective and soft tissue']","[69, 129, 83]",93.66666666666667
813,382,Clofazimine,"['F32', 'G20', 'G35', 'F48', 'K02', 'N48']","['depressive episode', ""parkinson's disease"", 'multiple sclerosis', 'neurotic disorders', 'dental caries', 'disorders of penis']","[0, 3, 3, 0, 0, 0]",1.0
814,136,Buclizine,"['H33', 'H35', 'H36', 'H34', 'H26']","['retinal detachments and breaks', 'retinal disorders', 'retinal disorders in diseases classified elsewhere', 'retinal vascular occlusions', 'cataract']","[0, 0, 0, 0, 0]",0.0
815,13,Calcium Citrate,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']","['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']","[0, 14, 0, 1, 0, 0, 1, 69, 0, 0, 0]",7.7272727272727275
816,457,Flunarizine,"['M16', 'M41', 'M42', 'M43', 'M87']","['coxarthrosis [arthrosis of hip]', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'osteonecrosis']","[0, 0, 0, 0, 0]",0.0
817,76,Estradiol dienanthate,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[0, 0]",0.0
818,430,Glycol salicylate,"['D29', 'N40', 'N50']","['benign neoplasm of male genital organs', 'hyperplasia of prostate', 'disorders of male genital organs']","[0, 0, 0]",0.0
819,200,Bortezomib,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']","[48, 2, 9, 3, 1, 0, 0, 0, 0, 0, 7, 0, 98, 7]",12.5
820,448,Zafirlukast,"['F32', 'F33', 'F41', 'F43', 'F45']","['depressive episode', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders']","[0, 0, 0, 0, 0]",0.0
821,176,Bupropion,"['K74', 'I85', 'C22', 'K31', 'K72', 'B99']","['fibrosis and cirrhosis of liver', 'oesophageal varices', 'malignant neoplasm of liver and intrahepatic bile ducts', 'diseases of stomach and duodenum', 'hepatic failure', 'infectious diseases']","[14, 0, 6, 4, 14, 56]",15.666666666666666
822,430,Natalizumab,"['D29', 'N40', 'N50']","['benign neoplasm of male genital organs', 'hyperplasia of prostate', 'disorders of male genital organs']","[0, 0, 0]",0.0
823,351,Niflumic Acid,"['A02', 'A48', 'A69', 'B07', 'B36', 'B44', 'B49', 'B86', 'C11', 'C26', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D03', 'D07', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'J02', 'J11', 'J12', 'J61', 'K11', 'K41', 'L25', 'L60', 'L80', 'L81', 'M12', 'M60', 'N11', 'N34', 'N36', 'N50']","['salmonella infections', 'bacterial diseases', 'spirochaetal infections', 'viral warts', 'superficial mycoses', 'aspergillosis', 'mycosis', 'scabies', 'malignant neoplasm of nasopharynx', 'malignant neoplasm of ill-defined digestive organs', 'malignant neoplasm of bone and articular cartilage of sites', 'mesothelioma', 'malignant neoplasm of breast', 'malignant neoplasm of penis', 'malignant neoplasm of ureter', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'peripheral and cutaneous t-cell lymphomas', 'malignant immunoproliferative diseases', 'melanoma in situ', 'carcinoma in situ of genital organs', 'benign neoplasm of eye and adnexa', 'benign neoplasm of thyroid gland', 'vitamin b12 deficiency anaemia', 'disorders involving the immune mechanism', 'disorders of thyroid', 'hyperfunction of pituitary gland', 'hypofunction and disorders of pituitary gland', 'disorders of adrenal gland', 'protein-energy malnutrition', 'disorders of carbohydrate metabolism', 'amyloidosis', 'sexual dysfunction', 'dystonia', 'disorders of cranial nerves', 'disorders of autonomic nervous system', 'toxic encephalopathy', 'disorders of iris and ciliary body', 'disorders of choroid', 'nystagmus and irregular eye movements', 'disorders of external ear', 'acute pharyngitis', 'influenza virus', 'viral pneumonia', 'pneumoconiosis due to asbestos and mineral fibres', 'diseases of salivary glands', 'femoral hernia', 'contact dermatitis', 'nail disorders', 'vitiligo', 'disorders of pigmentation', 'specific arthropathies', 'myositis', 'chronic tubulo-interstitial nephritis', 'urethritis and urethral syndrome', 'disorders of urethra', 'disorders of male genital organs']","[0, 10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 6, 0, 0, 2, 0, 23, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 12, 1, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 2, 0, 7, 0, 0]",1.4285714285714286
824,3,Cilazapril,"['H73', 'K92']","['disorders of tympanic membrane', 'diseases of digestive system']",[0],0.0
825,379,Sodium ferric gluconate complex,"['F13', 'F33', 'F41', 'F43', 'F45', 'F32']","['mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'depressive episode']","[0, 0, 0, 0, 0, 0]",0.0
826,351,Tegaserod,"['A02', 'A48', 'A69', 'B07', 'B36', 'B44', 'B49', 'B86', 'C11', 'C26', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D03', 'D07', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'J02', 'J11', 'J12', 'J61', 'K11', 'K41', 'L25', 'L60', 'L80', 'L81', 'M12', 'M60', 'N11', 'N34', 'N36', 'N50']","['salmonella infections', 'bacterial diseases', 'spirochaetal infections', 'viral warts', 'superficial mycoses', 'aspergillosis', 'mycosis', 'scabies', 'malignant neoplasm of nasopharynx', 'malignant neoplasm of ill-defined digestive organs', 'malignant neoplasm of bone and articular cartilage of sites', 'mesothelioma', 'malignant neoplasm of breast', 'malignant neoplasm of penis', 'malignant neoplasm of ureter', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'peripheral and cutaneous t-cell lymphomas', 'malignant immunoproliferative diseases', 'melanoma in situ', 'carcinoma in situ of genital organs', 'benign neoplasm of eye and adnexa', 'benign neoplasm of thyroid gland', 'vitamin b12 deficiency anaemia', 'disorders involving the immune mechanism', 'disorders of thyroid', 'hyperfunction of pituitary gland', 'hypofunction and disorders of pituitary gland', 'disorders of adrenal gland', 'protein-energy malnutrition', 'disorders of carbohydrate metabolism', 'amyloidosis', 'sexual dysfunction', 'dystonia', 'disorders of cranial nerves', 'disorders of autonomic nervous system', 'toxic encephalopathy', 'disorders of iris and ciliary body', 'disorders of choroid', 'nystagmus and irregular eye movements', 'disorders of external ear', 'acute pharyngitis', 'influenza virus', 'viral pneumonia', 'pneumoconiosis due to asbestos and mineral fibres', 'diseases of salivary glands', 'femoral hernia', 'contact dermatitis', 'nail disorders', 'vitiligo', 'disorders of pigmentation', 'specific arthropathies', 'myositis', 'chronic tubulo-interstitial nephritis', 'urethritis and urethral syndrome', 'disorders of urethra', 'disorders of male genital organs']","[0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.631578947368421
827,136,Zolpidem,"['H33', 'H35', 'H36', 'H34', 'H26']","['retinal detachments and breaks', 'retinal disorders', 'retinal disorders in diseases classified elsewhere', 'retinal vascular occlusions', 'cataract']","[6, 2, 0, 0, 0]",1.6
828,411,Racepinephrine,"['G31', 'F10', 'F43']","['degenerative diseases of nervous system', 'mental and behavioural disorders due to use of alcohol', 'reaction to severe stress, and adjustment disorders']","[0, 1, 0]",0.3333333333333333
829,15_73,Zolmitriptan,"['E10', 'E14', 'E16']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']","[0, 1, 0]",0.3333333333333333
830,334,Zinc,"['L28', 'K76', 'D73', 'E51', 'M89']","['lichen simplex chronicus and prurigo', 'diseases of liver', 'diseases of spleen', 'thiamine deficiency', 'disorders of bone']","[14, 4202, 224, 131, 1188]",1151.8
831,410,Raloxifene,"['I85', 'K70', 'K72', 'K74']","['oesophageal varices', 'alcoholic liver disease', 'hepatic failure', 'fibrosis and cirrhosis of liver']","[0, 5, 4, 31]",10.0
832,118,Voxilaprevir,"['F70', 'D53', 'F10', 'F34', 'F05', 'G31', 'H10', 'K72', 'L21']","['mild mental retardation', 'nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'persistent mood [affective] disorders', 'delirium', 'degenerative diseases of nervous system', 'conjunctivitis', 'hepatic failure', 'seborrhoeic dermatitis']","[0, 0, 1, 0, 0, 0, 0, 37, 0]",4.222222222222222
833,414,Indinavir,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas']","[0, 13, 12, 17, 5, 0, 1]",6.857142857142857
834,273,Chlorzoxazone,"['B37', 'C34', 'C38', 'C71', 'D43', 'J82', 'J93']","['candidiasis', 'malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'malignant neoplasm of brain', 'neoplasm of uncertain or unknown behaviour of brain and central nervous system', 'pulmonary eosinophilia', 'pneumothorax']","[0, 31, 0, 1, 45, 0, 0]",11.0
835,76,Edrophonium,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[1, 0]",0.5
836,15_73,Pethidine,"['E10', 'E14', 'E16']","['insulin-dependent diabetes mellitus', 'diabetes mellitus', 'disorders of pancreatic internal secretion']","[1, 1]",1.0
837,373,Diphenylpyraline,"['E10', 'E13', 'E16', 'I79']","['insulin-dependent diabetes mellitus', 'specified diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere']","[0, 0, 0, 0]",0.0
838,443,Dronedarone,"['D75', 'D64', 'D68', 'E21', 'E83']","['diseases of blood and blood-forming organs', 'anaemias', 'coagulation defects', 'hyperparathyroidism and disorders of parathyroid gland', 'disorders of mineral metabolism']","[25, 1, 0, 0]",6.5
839,179,Isavuconazonium,"['C61', 'N32', 'N40', 'D40']","['malignant neoplasm of prostate', 'disorders of bladder', 'hyperplasia of prostate', 'neoplasm of uncertain or unknown behaviour of male genital organs']","[0, 1, 0, 0]",0.25
840,72,Human C1-esterase inhibitor,"['N18', 'D64', 'N19']","['chronic renal failure', 'anaemias', 'renal failure']","[1, 3]",2.0
841,54,Ursodeoxycholic acid,"['E87', 'F10', 'F17']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of tobacco']","[7, 4, 0]",3.6666666666666665
842,200,Furosemide,"['F09', 'F63', 'F03', 'F10', 'G31', 'L21', 'D52', 'E51', 'E53', 'I62', 'J39', 'K02', 'K12', 'M46']","['organic or symptomatic mental disorder', 'habit and impulse disorders', 'dementia', 'mental and behavioural disorders due to use of alcohol', 'degenerative diseases of nervous system', 'seborrhoeic dermatitis', 'folate deficiency anaemia', 'thiamine deficiency', 'deficiency of b group vitamins', 'nontraumatic intracranial haemorrhage', 'diseases of upper respiratory tract', 'dental caries', 'stomatitis and related lesions', 'inflammatory spondylopathies']","[318, 24, 25, 26, 0, 0, 0, 40, 4, 0, 13, 1, 68, 3]",37.285714285714285
843,98,Bromocriptine,"['K51', 'K25', 'K26', 'K29', 'K58', 'K59']","['ulcerative colitis', 'gastric ulcer', 'duodenal ulcer', 'gastritis and duodenitis', 'irritable bowel syndrome', 'functional intestinal disorders']","[0, 28, 17, 31, 0, 30]",17.666666666666668
844,253,Parecoxib,"['E79', 'M16', 'M87']","['disorders of purine and pyrimidine metabolism', 'coxarthrosis [arthrosis of hip]', 'osteonecrosis']","[0, 0, 1]",0.3333333333333333
845,273,Hydroxyzine,"['B37', 'C34', 'C38', 'C71', 'D43', 'J82', 'J93']","['candidiasis', 'malignant neoplasm of bronchus and lung', 'malignant neoplasm of heart, mediastinum and pleura', 'malignant neoplasm of brain', 'neoplasm of uncertain or unknown behaviour of brain and central nervous system', 'pulmonary eosinophilia', 'pneumothorax']","[2, 77, 0, 3, 182, 2, 1]",38.142857142857146
846,348,Rotigotine,"['N32', 'N40', 'N41', 'N21', 'N42']","['disorders of bladder', 'hyperplasia of prostate', 'inflammatory diseases of prostate', 'calculus of lower urinary tract', 'disorders of prostate']","[3, 0, 0, 0, 1]",0.8
847,98,Hydroflumethiazide,"['K51', 'K25', 'K26', 'K29', 'K58', 'K59']","['ulcerative colitis', 'gastric ulcer', 'duodenal ulcer', 'gastritis and duodenitis', 'irritable bowel syndrome', 'functional intestinal disorders']","[0, 0, 0, 0, 0, 1]",0.16666666666666666
848,94,Paclitaxel,"['I26', 'I80', 'J18']","['pulmonary embolism', 'phlebitis and thrombophlebitis', 'pneumonia, organism']","[73, 17, 18]",36.0
849,13,Methylphenobarbital,"['D80', 'E61', 'G00', 'H02', 'H04', 'J01', 'K00', 'K76', 'M43', 'J35', 'J36']","['immunodeficiency with antibody defects', 'deficiency of nutrient elements', 'bacterial meningitis', 'disorders of eyelid', 'disorders of lachrymal system', 'acute sinusitis', 'disorders of tooth development and eruption', 'diseases of liver', 'deforming dorsopathies', 'chronic diseases of tonsils and adenoids', 'peritonsillar abscess']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.1
850,106,Glycyrrhizic acid,"['M42', 'M51', 'M54']","['spinal osteochondrosis', 'intervertebral disk disorders', 'dorsalgia']","[0, 0, 1]",0.3333333333333333
851,261,Methoxyflurane,"['N25', 'N18', 'A04', 'B02', 'N03']","['disorders resulting from impaired renal tubular function', 'chronic renal failure', 'bacterial intestinal infections', 'zoster [herpes zoster]', 'chronic nephritic syndrome']","[1, 18, 0, 0, 0]",3.8
852,299,Mersalyl,"['G47', 'J30', 'F51']","['sleep disorders', 'vasomotor and allergic rhinitis', 'sleep disorders']","[0, 0, 0]",0.0
853,356,Methyldopa,"['B18', 'C22', 'C24', 'K73']","['chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'chronic hepatitis']","[7, 21, 0, 45]",18.25
854,244,Nalmefene,"['L71', 'K70', 'D53', 'F05', 'G31']","['rosacea', 'alcoholic liver disease', 'nutritional anaemias', 'delirium', 'degenerative diseases of nervous system']","[0, 6, 0, 3, 0]",1.8
855,80,Scopolamine,"['F17', 'J93']","['mental and behavioural disorders due to use of tobacco', 'pneumothorax']","[7, 0]",3.5
856,423,L-Citrulline,"['M16', 'M87', 'M41', 'M42', 'M43', 'M62', 'G54']","['coxarthrosis [arthrosis of hip]', 'osteonecrosis', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'disorders of muscle', 'nerve root and plexus disorders']","[0, 1, 1, 0, 0, 8]",1.6666666666666667
857,374,Nefazodone,"['L95', 'C45', 'D89', 'E01', 'E72', 'G90', 'I10', 'I22', 'I33', 'I60', 'I78', 'J04', 'J13', 'K27', 'L08', 'L20', 'L21', 'L23', 'L29', 'L50', 'L71', 'L85', 'M05', 'M31', 'M45', 'M85', 'M96', 'N62']","['vasculitis limited to skin', 'mesothelioma', 'disorders involving the immune mechanism', 'iodine-deficiency-related thyroid disorders and allied conditions', 'disorders of amino-acid metabolism', 'disorders of autonomic nervous system', 'essential (primary) hypertension', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'subarachnoid haemorrhage', 'diseases of capillaries', 'acute laryngitis and tracheitis', 'pneumonia due to streptococcus pneumoniae', 'acute with perforation', 'local infections of skin and subcutaneous tissue', 'atopic dermatitis', 'seborrhoeic dermatitis', 'allergic contact dermatitis', 'pruritus', 'urticaria', 'rosacea', 'epidermal thickening', 'seropositive rheumatoid arthritis', 'necrotising vasculopathies', 'ankylosing spondylitis', 'disorders of bone density and structure', 'postprocedural musculoskeletal disorders', 'hypertrophy of breast']","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 59, 0, 0]",2.4074074074074074
858,57,Prednisone,"['E87', 'F10', 'F12', 'F17', 'F20', 'F60', 'F63']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of tobacco', 'schizophrenia', 'specific personality disorders', 'habit and impulse disorders']","[31, 38, 4, 28, 1, 48]",25.0
859,414,Diflorasone,"['K83', 'K85', 'K86', 'B18', 'C22', 'C24', 'C25']","['diseases of biliary tract', 'acute pancreatitis', 'diseases of pancreas', 'chronic viral hepatitis', 'malignant neoplasm of liver and intrahepatic bile ducts', 'malignant neoplasm of parts of biliary tract', 'malignant neoplasm of pancreas']","[0, 0, 0, 0, 0, 0, 0]",0.0
860,40,Fluoxymesterone,"['J45', 'J46']","['asthma', 'status asthmaticus']","[0, 0]",0.0
861,76,Crisaborole,"['F10', 'K70']","['mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[0, 0]",0.0
862,310,Naphazoline,"['H40', 'H47']","['glaucoma', 'disorders of optic [2nd] nerve and visual pathways']","[7, 0]",3.5
863,21,Ambenonium,"['F41', 'K02', 'K05', 'K10', 'L03']","['anxiety disorders', 'dental caries', 'gingivitis and periodontal diseases', 'diseases of jaws', 'cellulitis']","[0, 0, 0, 0, 0]",0.0
864,451,Resveratrol,"['I31', 'I20', 'I21']","['diseases of pericardium', 'angina pectoris', 'acute myocardial infarction']","[2, 5, 27]",11.333333333333334
865,290,Norelgestromin,"['K51', 'D73', 'J04', 'K29', 'A69', 'D16', 'D21', 'L50', 'N10', 'N62']","['ulcerative colitis', 'diseases of spleen', 'acute laryngitis and tracheitis', 'gastritis and duodenitis', 'spirochaetal infections', 'benign neoplasm of bone and articular cartilage', 'benign neoplasms of connective and soft tissue', 'urticaria', 'acute tubulo-interstitial nephritis', 'hypertrophy of breast']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0.1
866,270,Edrophonium,"['A49', 'K29', 'K50', 'K51', 'K75', 'D73', 'E61', 'L50', 'N62']","['bacterial infection of site', 'gastritis and duodenitis', ""crohn's disease [regional enteritis]"", 'ulcerative colitis', 'inflammatory liver diseases', 'diseases of spleen', 'deficiency of nutrient elements', 'urticaria', 'hypertrophy of breast']","[0, 4, 0, 0, 0, 0, 0, 0, 0]",0.4444444444444444
867,378,Levothyroxine,"['F10', 'F13', 'F31', 'F60', 'G31', 'D53', 'E51', 'K08']","['mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'bipolar affective disorder', 'specific personality disorders', 'degenerative diseases of nervous system', 'nutritional anaemias', 'thiamine deficiency', 'disorders of teeth and supporting structures']","[164, 343, 318, 5, 9, 43, 17, 1394]",286.625
868,454,Nilotinib,"['G40', 'G41', 'G81', 'I61', 'I62']","['epilepsy', 'status epilepticus', 'hemiplegia', 'intracerebral haemorrhage', 'nontraumatic intracranial haemorrhage']","[2, 0, 0, 0, 0]",0.4
869,165,Astemizole,"['M43', 'M48', 'M54', 'G54', 'H61']","['deforming dorsopathies', 'spondylopathies', 'dorsalgia', 'nerve root and plexus disorders', 'disorders of external ear']","[0, 0, 0, 0, 0]",0.0
