"Trajectory","Disease.list","Drug","X","ICD_each","Disease.Name","result_pubmed_count"
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C11","Malignant neoplasm of nasopharynx",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C12","pyriform sinus cancer",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C14","Waldeyer's ring cancer",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C26","spleen cancer",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C39","Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C41","mandibular cancer",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C45","Mesothelioma",4
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C50","Malignant neoplasm of breast",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C60","Malignant neoplasm of penis",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C66","Malignant neoplasm of ureter",4
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C69","cornea cancer",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C76","thoracic cancer",2
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C84","Cutaneous/peripheral T-cell lymphoma",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"C88","hypersensitivity reaction type IV disease",8
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D01","rectum carcinoma in situ",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D03","Stage 0 Skin Melanoma",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D04","skin carcinoma in situ",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D07","penis carcinoma in situ",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D11","Benign epithelial tumor of salivary glands",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D31","Ring dermoid of cornea",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D34","Benign neoplasm of thyroid gland",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D51","pernicious anemia",1
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"D89","autoimmune lymphoproliferative syndrome",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E07","thyroid gland disease",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E22","inappropriate ADH syndrome",2
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E23","Sheehan syndrome",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E27","adrenal gland disease",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E46","Protein-Energy Malnutrition",17
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E74","galactosemia",2
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"E85","Amyloidosis",2
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"F52","Psychosexual dysfunction",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"G24","Dystonia Disorders",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"G52","cranial nerve disease",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"G90","Autonomic nervous system disorders",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"G92","Encephalopathy, Toxic",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"H21","rubeosis iridis",0
"351","['A18', 'A26', 'A40', 'A84', 'B07', 'B44', 'B49', 'B91', 'C00', 'C06', 'C11', 'C12', 'C14', 'C26', 'C39', 'C41', 'C45', 'C50', 'C60', 'C66', 'C69', 'C76', 'C84', 'C88', 'D01', 'D03', 'D04', 'D07', 'D11', 'D31', 'D34', 'D51', 'D89', 'E07', 'E22', 'E23', 'E27', 'E46', 'E74', 'E85', 'F52', 'G24', 'G52', 'G90', 'G92', 'H21', 'H31', 'H55', 'H61', 'H70', 'J02', 'J10', 'J11', 'J12', 'J21', 'J61', 'J85', 'K11', 'K41', 'L25', 'L58', 'L60', 'L80', 'L81', 'M60', 'N11', 'N34', 'N50']","Caffeine",NA,"H31","choroideremia",1
